name,material,mask,variant,index,x,y,width,height
MeadowWater_Junction_111,MeadowWater,111,0,32,2,342,16,16
MeadowWater_Inner_NW_127,MeadowWater,127,0,33,22,342,16,16
MeadowWater_Bend_NW_137,MeadowWater,137,0,34,42,342,16,16
MeadowWater_Junction_139,MeadowWater,139,0,35,62,342,16,16
MeadowWater_Junction_141,MeadowWater,141,0,36,82,342,16,16
MeadowWater_Junction_143,MeadowWater,143,0,37,102,342,16,16
MeadowWater_Edge_S_155,MeadowWater,155,0,38,122,342,16,16
MeadowWater_Junction_159,MeadowWater,159,0,39,142,342,16,16
MeadowWater_Junction_175,MeadowWater,175,0,40,162,342,16,16
MeadowWater_Inner_SW_191,MeadowWater,191,0,41,182,342,16,16
MeadowWater_Edge_E_205,MeadowWater,205,0,42,202,342,16,16
MeadowWater_Junction_207,MeadowWater,207,0,43,222,342,16,16
MeadowWater_Inner_SE_223,MeadowWater,223,0,44,242,342,16,16
MeadowWater_Inner_NE_239,MeadowWater,239,0,45,262,342,16,16
MeadowWater_Center_255,MeadowWater,255,0,46,282,342,16,16
MeadowWater_Center_Variant_01,MeadowWater,255,1,47,302,342,16,16
MeadowWater_Center_Variant_02,MeadowWater,255,2,48,2,322,16,16
MeadowWater_Center_Variant_03,MeadowWater,255,3,49,22,322,16,16
StoneWater_Island_000,StoneWater,0,0,50,42,322,16,16
StoneWater_End_N_001,StoneWater,1,0,51,62,322,16,16
StoneWater_End_E_002,StoneWater,2,0,52,82,322,16,16
StoneWater_Junction_003,StoneWater,3,0,53,102,322,16,16
StoneWater_End_S_004,StoneWater,4,0,54,122,322,16,16
StoneWater_Straight_NS_005,StoneWater,5,0,55,142,322,16,16
StoneWater_Junction_006,StoneWater,6,0,56,162,322,16,16
StoneWater_Junction_007,StoneWater,7,0,57,182,322,16,16
StoneWater_End_W_008,StoneWater,8,0,58,202,322,16,16
StoneWater_Junction_009,StoneWater,9,0,59,222,322,16,16
StoneWater_Straight_EW_010,StoneWater,10,0,60,242,322,16,16
StoneWater_Junction_011,StoneWater,11,0,61,262,322,16,16
StoneWater_Junction_012,StoneWater,12,0,62,282,322,16,16
StoneWater_Junction_013,StoneWater,13,0,63,302,322,16,16
StoneWater_Junction_014,StoneWater,14,0,64,2,302,16,16
StoneWater_Junction_015,StoneWater,15,0,65,22,302,16,16
StoneWater_Bend_NE_019,StoneWater,19,0,66,42,302,16,16
StoneWater_Junction_023,StoneWater,23,0,67,62,302,16,16
StoneWater_Junction_027,StoneWater,27,0,68,82,302,16,16
StoneWater_Junction_031,StoneWater,31,0,69,102,302,16,16
StoneWater_Bend_SE_038,StoneWater,38,0,70,122,302,16,16
StoneWater_Junction_039,StoneWater,39,0,71,142,302,16,16
StoneWater_Junction_046,StoneWater,46,0,72,162,302,16,16
StoneWater_Junction_047,StoneWater,47,0,73,182,302,16,16
StoneWater_Edge_W_055,StoneWater,55,0,74,202,302,16,16
StoneWater_Junction_063,StoneWater,63,0,75,222,302,16,16
StoneWater_Bend_SW_076,StoneWater,76,0,76,242,302,16,16
StoneWater_Junction_077,StoneWater,77,0,77,262,302,16,16
StoneWater_Junction_078,StoneWater,78,0,78,282,302,16,16
StoneWater_Junction_079,StoneWater,79,0,79,302,302,16,16
StoneWater_Junction_095,StoneWater,95,0,80,2,282,16,16
StoneWater_Edge_N_110,StoneWater,110,0,81,22,282,16,16
StoneWater_Junction_111,StoneWater,111,0,82,42,282,16,16
StoneWater_Inner_NW_127,StoneWater,127,0,83,62,282,16,16
StoneWater_Bend_NW_137,StoneWater,137,0,84,82,282,16,16
StoneWater_Junction_139,StoneWater,139,0,85,102,282,16,16
StoneWater_Junction_141,StoneWater,141,0,86,122,282,16,16
StoneWater_Junction_143,StoneWater,143,0,87,142,282,16,16
StoneWater_Edge_S_155,StoneWater,155,0,88,162,282,16,16
StoneWater_Junction_159,StoneWater,159,0,89,182,282,16,16
StoneWater_Junction_175,StoneWater,175,0,90,202,282,16,16
StoneWater_Inner_SW_191,StoneWater,191,0,91,222,282,16,16
StoneWater_Edge_E_205,StoneWater,205,0,92,242,282,16,16
StoneWater_Junction_207,StoneWater,207,0,93,262,282,16,16
StoneWater_Inner_SE_223,StoneWater,223,0,94,282,282,16,16
StoneWater_Inner_NE_239,StoneWater,239,0,95,302,282,16,16
StoneWater_Center_255,StoneWater,255,0,96,2,262,16,16
StoneWater_Center_Variant_01,StoneWater,255,1,97,22,262,16,16
StoneWater_Center_Variant_02,StoneWater,255,2,98,42,262,16,16
StoneWater_Center_Variant_03,StoneWater,255,3,99,62,262,16,16
DeepWater_Island_000,DeepWater,0,0,100,82,262,16,16
DeepWater_End_N_001,DeepWater,1,0,101,102,262,16,16
DeepWater_End_E_002,DeepWater,2,0,102,122,262,16,16
DeepWater_Junction_003,DeepWater,3,0,103,142,262,16,16
DeepWater_End_S_004,DeepWater,4,0,104,162,262,16,16
DeepWater_Straight_NS_005,DeepWater,5,0,105,182,262,16,16
DeepWater_Junction_006,DeepWater,6,0,106,202,262,16,16
DeepWater_Junction_007,DeepWater,7,0,107,222,262,16,16
DeepWater_End_W_008,DeepWater,8,0,108,242,262,16,16
DeepWater_Junction_009,DeepWater,9,0,109,262,262,16,16
DeepWater_Straight_EW_010,DeepWater,10,0,110,282,262,16,16
DeepWater_Junction_011,DeepWater,11,0,111,302,262,16,16
DeepWater_Junction_012,DeepWater,12,0,112,2,242,16,16
DeepWater_Junction_013,DeepWater,13,0,113,22,242,16,16
DeepWater_Junction_014,DeepWater,14,0,114,42,242,16,16
DeepWater_Junction_015,DeepWater,15,0,115,62,242,16,16
DeepWater_Bend_NE_019,DeepWater,19,0,116,82,242,16,16
DeepWater_Junction_023,DeepWater,23,0,117,102,242,16,16
DeepWater_Junction_027,DeepWater,27,0,118,122,242,16,16
DeepWater_Junction_031,DeepWater,31,0,119,142,242,16,16
DeepWater_Bend_SE_038,DeepWater,38,0,120,162,242,16,16
DeepWater_Junction_039,DeepWater,39,0,121,182,242,16,16
DeepWater_Junction_046,DeepWater,46,0,122,202,242,16,16
DeepWater_Junction_047,DeepWater,47,0,123,222,242,16,16
DeepWater_Edge_W_055,DeepWater,55,0,124,242,242,16,16
DeepWater_Junction_063,DeepWater,63,0,125,262,242,16,16
DeepWater_Bend_SW_076,DeepWater,76,0,126,282,242,16,16
DeepWater_Junction_077,DeepWater,77,0,127,302,242,16,16
DeepWater_Junction_078,DeepWater,78,0,128,2,222,16,16
DeepWater_Junction_079,DeepWater,79,0,129,22,222,16,16
DeepWater_Junction_095,DeepWater,95,0,130,42,222,16,16
DeepWater_Edge_N_110,DeepWater,110,0,131,62,222,16,16
DeepWater_Junction_111,DeepWater,111,0,132,82,222,16,16
DeepWater_Inner_NW_127,DeepWater,127,0,133,102,222,16,16
DeepWater_Bend_NW_137,DeepWater,137,0,134,122,222,16,16
DeepWater_Junction_139,DeepWater,139,0,135,142,222,16,16
DeepWater_Junction_141,DeepWater,141,0,136,162,222,16,16
DeepWater_Junction_143,DeepWater,143,0,137,182,222,16,16
DeepWater_Edge_S_155,DeepWater,155,0,138,202,222,16,16
DeepWater_Junction_159,DeepWater,159,0,139,222,222,16,16
DeepWater_Junction_175,DeepWater,175,0,140,242,222,16,16
DeepWater_Inner_SW_191,DeepWater,191,0,141,262,222,16,16
DeepWater_Edge_E_205,DeepWater,205,0,142,282,222,16,16
DeepWater_Junction_207,DeepWater,207,0,143,302,222,16,16
DeepWater_Inner_SE_223,DeepWater,223,0,144,2,202,16,16
DeepWater_Inner_NE_239,DeepWater,239,0,145,22,202,16,16
DeepWater_Center_255,DeepWater,255,0,146,42,202,16,16
DeepWater_Center_Variant_01,DeepWater,255,1,147,62,202,16,16
DeepWater_Center_Variant_02,DeepWater,255,2,148,82,202,16,16
DeepWater_Center_Variant_03,DeepWater,255,3,149,102,202,16,16
GrassLedge_Island_000,GrassLedge,0,0,150,122,202,16,16
GrassLedge_End_N_001,GrassLedge,1,0,151,142,202,16,16
GrassLedge_End_E_002,GrassLedge,2,0,152,162,202,16,16
GrassLedge_Junction_003,GrassLedge,3,0,153,182,202,16,16
GrassLedge_End_S_004,GrassLedge,4,0,154,202,202,16,16
GrassLedge_Straight_NS_005,GrassLedge,5,0,155,222,202,16,16
GrassLedge_Junction_006,GrassLedge,6,0,156,242,202,16,16
GrassLedge_Junction_007,GrassLedge,7,0,157,262,202,16,16
GrassLedge_End_W_008,GrassLedge,8,0,158,282,202,16,16
GrassLedge_Junction_009,GrassLedge,9,0,159,302,202,16,16
GrassLedge_Straight_EW_010,GrassLedge,10,0,160,2,182,16,16
GrassLedge_Junction_011,GrassLedge,11,0,161,22,182,16,16
GrassLedge_Junction_012,GrassLedge,12,0,162,42,182,16,16
GrassLedge_Junction_013,GrassLedge,13,0,163,62,182,16,16
GrassLedge_Junction_014,GrassLedge,14,0,164,82,182,16,16
GrassLedge_Junction_015,GrassLedge,15,0,165,102,182,16,16
GrassLedge_Bend_NE_019,GrassLedge,19,0,166,122,182,16,16
GrassLedge_Junction_023,GrassLedge,23,0,167,142,182,16,16
GrassLedge_Junction_027,GrassLedge,27,0,168,162,182,16,16
GrassLedge_Junction_031,GrassLedge,31,0,169,182,182,16,16
GrassLedge_Bend_SE_038,GrassLedge,38,0,170,202,182,16,16
GrassLedge_Junction_039,GrassLedge,39,0,171,222,182,16,16
GrassLedge_Junction_046,GrassLedge,46,0,172,242,182,16,16
GrassLedge_Junction_047,GrassLedge,47,0,173,262,182,16,16
GrassLedge_Edge_W_055,GrassLedge,55,0,174,282,182,16,16
GrassLedge_Junction_063,GrassLedge,63,0,175,302,182,16,16
GrassLedge_Bend_SW_076,GrassLedge,76,0,176,2,162,16,16
GrassLedge_Junction_077,GrassLedge,77,0,177,22,162,16,16
GrassLedge_Junction_078,GrassLedge,78,0,178,42,162,16,16
GrassLedge_Junction_079,GrassLedge,79,0,179,62,162,16,16
GrassLedge_Junction_095,GrassLedge,95,0,180,82,162,16,16
GrassLedge_Edge_N_110,GrassLedge,110,0,181,102,162,16,16
GrassLedge_Junction_111,GrassLedge,111,0,182,122,162,16,16
GrassLedge_Inner_NW_127,GrassLedge,127,0,183,142,162,16,16
GrassLedge_Bend_NW_137,GrassLedge,137,0,184,162,162,16,16
GrassLedge_Junction_139,GrassLedge,139,0,185,182,162,16,16
GrassLedge_Junction_141,GrassLedge,141,0,186,202,162,16,16
GrassLedge_Junction_143,GrassLedge,143,0,187,222,162,16,16
GrassLedge_Edge_S_155,GrassLedge,155,0,188,242,162,16,16
GrassLedge_Junction_159,GrassLedge,159,0,189,262,162,16,16
GrassLedge_Junction_175,GrassLedge,175,0,190,282,162,16,16
GrassLedge_Inner_SW_191,GrassLedge,191,0,191,302,162,16,16
GrassLedge_Edge_E_205,GrassLedge,205,0,192,2,142,16,16
GrassLedge_Junction_207,GrassLedge,207,0,193,22,142,16,16
GrassLedge_Inner_SE_223,GrassLedge,223,0,194,42,142,16,16
GrassLedge_Inner_NE_239,GrassLedge,239,0,195,62,142,16,16
GrassLedge_Center_255,GrassLedge,255,0,196,82,142,16,16
GrassLedge_Center_Variant_01,GrassLedge,255,1,197,102,142,16,16
GrassLedge_Center_Variant_02,GrassLedge,255,2,198,122,142,16,16
GrassLedge_Center_Variant_03,GrassLedge,255,3,199,142,142,16,16
StoneLedge_Island_000,StoneLedge,0,0,200,162,142,16,16
StoneLedge_End_N_001,StoneLedge,1,0,201,182,142,16,16
StoneLedge_End_E_002,StoneLedge,2,0,202,202,142,16,16
StoneLedge_Junction_003,StoneLedge,3,0,203,222,142,16,16
StoneLedge_End_S_004,StoneLedge,4,0,204,242,142,16,16
StoneLedge_Straight_NS_005,StoneLedge,5,0,205,262,142,16,16
StoneLedge_Junction_006,StoneLedge,6,0,206,282,142,16,16
StoneLedge_Junction_007,StoneLedge,7,0,207,302,142,16,16
StoneLedge_End_W_008,StoneLedge,8,0,208,2,122,16,16
StoneLedge_Junction_009,StoneLedge,9,0,209,22,122,16,16
StoneLedge_Straight_EW_010,StoneLedge,10,0,210,42,122,16,16
StoneLedge_Junction_011,StoneLedge,11,0,211,62,122,16,16
StoneLedge_Junction_012,StoneLedge,12,0,212,82,122,16,16
StoneLedge_Junction_013,StoneLedge,13,0,213,102,122,16,16
StoneLedge_Junction_014,StoneLedge,14,0,214,122,122,16,16
StoneLedge_Junction_015,StoneLedge,15,0,215,142,122,16,16
StoneLedge_Bend_NE_019,StoneLedge,19,0,216,162,122,16,16
StoneLedge_Junction_023,StoneLedge,23,0,217,182,122,16,16
StoneLedge_Junction_027,StoneLedge,27,0,218,202,122,16,16
StoneLedge_Junction_031,StoneLedge,31,0,219,222,122,16,16
StoneLedge_Bend_SE_038,StoneLedge,38,0,220,242,122,16,16
StoneLedge_Junction_039,StoneLedge,39,0,221,262,122,16,16
StoneLedge_Junction_046,StoneLedge,46,0,222,282,122,16,16
StoneLedge_Junction_047,StoneLedge,47,0,223,302,122,16,16
StoneLedge_Edge_W_055,StoneLedge,55,0,224,2,102,16,16
StoneLedge_Junction_063,StoneLedge,63,0,225,22,102,16,16
StoneLedge_Bend_SW_076,StoneLedge,76,0,226,42,102,16,16
StoneLedge_Junction_077,StoneLedge,77,0,227,62,102,16,16
StoneLedge_Junction_078,StoneLedge,78,0,228,82,102,16,16
StoneLedge_Junction_079,StoneLedge,79,0,229,102,102,16,16
StoneLedge_Junction_095,StoneLedge,95,0,230,122,102,16,16
StoneLedge_Edge_N_110,StoneLedge,110,0,231,142,102,16,16
StoneLedge_Junction_111,StoneLedge,111,0,232,162,102,16,16
StoneLedge_Inner_NW_127,StoneLedge,127,0,233,182,102,16,16
StoneLedge_Bend_NW_137,StoneLedge,137,0,234,202,102,16,16
StoneLedge_Junction_139,StoneLedge,139,0,235,222,102,16,16
StoneLedge_Junction_141,StoneLedge,141,0,236,242,102,16,16
StoneLedge_Junction_143,StoneLedge,143,0,237,262,102,16,16
StoneLedge_Edge_S_155,StoneLedge,155,0,238,282,102,16,16
StoneLedge_Junction_159,StoneLedge,159,0,239,302,102,16,16
StoneLedge_Junction_175,StoneLedge,175,0,240,2,82,16,16
StoneLedge_Inner_SW_191,StoneLedge,191,0,241,22,82,16,16
StoneLedge_Edge_E_205,StoneLedge,205,0,242,42,82,16,16
StoneLedge_Junction_207,StoneLedge,207,0,243,62,82,16,16
StoneLedge_Inner_SE_223,StoneLedge,223,0,244,82,82,16,16
StoneLedge_Inner_NE_239,StoneLedge,239,0,245,102,82,16,16
StoneLedge_Center_255,StoneLedge,255,0,246,122,82,16,16
StoneLedge_Center_Variant_01,StoneLedge,255,1,247,142,82,16,16
StoneLedge_Center_Variant_02,StoneLedge,255,2,248,162,82,16,16
StoneLedge_Center_Variant_03,StoneLedge,255,3,249,182,82,16,16
StoneWall_Post_000,StoneWall,0,0,250,202,82,16,16
StoneWall_End_N_001,StoneWall,1,0,251,222,82,16,16
StoneWall_End_E_002,StoneWall,2,0,252,242,82,16,16
StoneWall_Corner_NE_003,StoneWall,3,0,253,262,82,16,16
StoneWall_End_S_004,StoneWall,4,0,254,282,82,16,16
StoneWall_Straight_NS_005,StoneWall,5,0,255,302,82,16,16
StoneWall_Corner_SE_006,StoneWall,6,0,256,2,62,16,16
StoneWall_T_NES_007,StoneWall,7,0,257,22,62,16,16
StoneWall_End_W_008,StoneWall,8,0,258,42,62,16,16
StoneWall_Corner_NW_009,StoneWall,9,0,259,62,62,16,16
StoneWall_Straight_EW_010,StoneWall,10,0,260,82,62,16,16
StoneWall_T_NEW_011,StoneWall,11,0,261,102,62,16,16
StoneWall_Corner_SW_012,StoneWall,12,0,262,122,62,16,16
StoneWall_T_NSW_013,StoneWall,13,0,263,142,62,16,16
StoneWall_T_ESW_014,StoneWall,14,0,264,162,62,16,16
StoneWall_Cross_015,StoneWall,15,0,265,182,62,16,16
EarthCliff_Top_Left,EarthCliff,-1,0,266,202,62,16,16
EarthCliff_Top_Center,EarthCliff,-1,0,267,222,62,16,16
EarthCliff_Top_Right,EarthCliff,-1,0,268,242,62,16,16
EarthCliff_Middle_Left,EarthCliff,-1,0,269,262,62,16,16
EarthCliff_Middle_Center,EarthCliff,-1,0,270,282,62,16,16
EarthCliff_Middle_Right,EarthCliff,-1,0,271,302,62,16,16
EarthCliff_Foot_Left,EarthCliff,-1,0,272,2,42,16,16
EarthCliff_Foot_Center,EarthCliff,-1,0,273,22,42,16,16
EarthCliff_Foot_Right,EarthCliff,-1,0,274,42,42,16,16
StoneCliff_Top_Left,StoneCliff,-1,0,275,62,42,16,16
StoneCliff_Top_Center,StoneCliff,-1,0,276,82,42,16,16
StoneCliff_Top_Right,StoneCliff,-1,0,277,102,42,16,16
StoneCliff_Middle_Left,StoneCliff,-1,0,278,122,42,16,16
StoneCliff_Middle_Center,StoneCliff,-1,0,279,142,42,16,16
StoneCliff_Middle_Right,StoneCliff,-1,0,280,162,42,16,16
StoneCliff_Foot_Left,StoneCliff,-1,0,281,182,42,16,16
StoneCliff_Foot_Center,StoneCliff,-1,0,282,202,42,16,16
StoneCliff_Foot_Right,StoneCliff,-1,0,283,222,42,16,16
StoneStairs_Top_Left,StoneStairs,-1,0,284,242,42,16,16
StoneStairs_Top_Center,StoneStairs,-1,0,285,262,42,16,16
StoneStairs_Top_Right,StoneStairs,-1,0,286,282,42,16,16
StoneStairs_Middle_Left,StoneStairs,-1,0,287,302,42,16,16
StoneStairs_Middle_Center,StoneStairs,-1,0,288,2,22,16,16
StoneStairs_Middle_Right,StoneStairs,-1,0,289,22,22,16,16
StoneStairs_Foot_Left,StoneStairs,-1,0,290,42,22,16,16
StoneStairs_Foot_Center,StoneStairs,-1,0,291,62,22,16,16
StoneStairs_Foot_Right,StoneStairs,-1,0,292,82,22,16,16
EarthRamp_Top_Left,EarthRamp,-1,0,293,102,22,16,16
EarthRamp_Top_Center,EarthRamp,-1,0,294,122,22,16,16
EarthRamp_Top_Right,EarthRamp,-1,0,295,142,22,16,16
EarthRamp_Middle_Left,EarthRamp,-1,0,296,162,22,16,16
EarthRamp_Middle_Center,EarthRamp,-1,0,297,182,22,16,16
EarthRamp_Middle_Right,EarthRamp,-1,0,298,202,22,16,16
EarthRamp_Foot_Left,EarthRamp,-1,0,299,222,22,16,16
EarthRamp_Foot_Center,EarthRamp,-1,0,300,242,22,16,16
EarthRamp_Foot_Right,EarthRamp,-1,0,301,262,22,16,16
Ripple_00,Ripple,-1,0,302,282,22,16,16
Ripple_01,Ripple,-1,1,303,302,22,16,16
Ripple_02,Ripple,-1,2,304,2,2,16,16
Ripple_03,Ripple,-1,3,305,22,2,16,16
FallLip_00,FallLip,-1,0,306,42,2,16,16
FallBody_00,FallBody,-1,0,307,62,2,16,16
FallBody_01,FallBody,-1,1,308,82,2,16,16
FallBody_02,FallBody,-1,2,309,102,2,16,16
FallBody_03,FallBody,-1,3,310,122,2,16,16
FallFoam_00,FallFoam,-1,0,311,142,2,16,16
FallFoam_01,FallFoam,-1,1,312,162,2,16,16
FallFoam_02,FallFoam,-1,2,313,182,2,16,16
FallFoam_03,FallFoam,-1,3,314,202,2,16,16
